"S.N.","Project Code","Partner Institution","Partner Code","Name of the Project","State","State Code","Project District","District Code","New Local Unit","Local Unit code","Branch","BLB","Extension Counter","Tablet","Other Major Products (Local units coverage)","Beneficiaries","S-CF Funds","Allocated Funds to Local Units","Allocated Beneficiaries at Local Units","Female Pct","Total Beneficiaries","Female Beneficiaries","Status","Start date","End Date","Project Year"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Hetauda",336,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Indrasarowar",337,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Kailash",338,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Makwanpurgadi",339,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Manahari",340,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Raksirang",341,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Makwanpur",31,"Thaha",342,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Belbari",43,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Biratnagar",44,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Budhiganga",45,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Dhanapalthan",46,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Gramthan",47,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Jahada",48,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Kanepokhari",49,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Kerabari",51,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Letang",52,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Pathari Sanischare",54,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Rangeli",55,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Ratuwamai",56,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Sunabarshi",58,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Sundar haraicha",57,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Morang",5,"Urlabari",59,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Mugu",65,"Chhyanath",661,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Mugu",65,"Khatyang",662,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Mugu",65,"Mugumakarmarog",663,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Karnali",6,"Mugu",65,"Soru",664,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Mustang",45,"Barhagau Muktichettra",452,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Mustang",45,"Dalome",453,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Mustang",45,"Gharpajong",454,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Mustang",45,"Lomanthang",455,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Mustang",45,"Thasang",456,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Myagdi",44,"Annapurna",457,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Myagdi",44,"Beni",458,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Myagdi",44,"Dhaulagiri",459,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Myagdi",44,"Malika",460,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Myagdi",44,"Mangala",461,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Myagdi",44,"Raghuganga",462,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Bardaghat",504,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Binayi Triveni",766,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Bulingtar",767,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Bungdikali",768,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Devchuli",769,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Gaidakot",770,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Hupsekot",771,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Kawaswati",772,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Nawalpur",47,"Madhyebindu",418,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Palhinandan",505,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Pratapur",506,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Ramgram",507,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Sarawal",508,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Sunawal",509,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Parasi",76,"Susta",510,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Belkotgadi",301,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Bidur",302,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Dupcheshwor",303,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Kakani",304,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Kispang",305,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Meghang",307,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Panchakanya",308,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Shivapuri",309,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Suryagadi",310,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Tadigaun",311,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Bagmati",3,"Nuwakot",28,"Tarkeshwor",312,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Okhaldhunga",13,"Champadevi",113,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Okhaldhunga",13,"Chisangkhugadi",114,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Okhaldhunga",13,"Khijidemba",115,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Okhaldhunga",13,"Manebhanjyang",117,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Okhaldhunga",13,"Molung",118,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Okhaldhunga",13,"Siddhicharan",119,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Baganasakali",494,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Mathagadhi",495,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Nisdi",496,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Purbakhola",497,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Rainadevi Chahara",498,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Rambha",499,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Rampur",500,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Ribdikot",501,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Tansen",502,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 5",5,"Palpa",46,"Tinau",503,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Hilihang",12,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Kummayak",13,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Miklajung",14,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Phalelung",10,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Phalgunanda",11,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Phidim",15,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Province 1",1,"Panchthar",2,"Tumbewa",16,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Parbat",42,"Bihadi",464,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Parbat",42,"Jaljala",465,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
32,"2-4-130","RMDC",37,"Enhance inclusive financial frontier to the poor","Gandaki",4,"Parbat",42,"Kusma",466,0,0,0,0,1,0,0,66083.2644029851,42.3194029850746,88,42,37,"Completed","2016-08-24","2019-08-24","Completed"
